id,expansion,name,rarity,color_identity,mana_value,types,is_booster
2347,TSR,Yavimaya Dryad,uncommon,G,3,Creature - Dryad,True
2348,TSR,Cautery Sliver,uncommon,RW,2,Creature - Sliver,True
2349,TSR,Darkheart Sliver,uncommon,BG,2,Creature - Sliver,True
2350,TSR,Dormant Sliver,uncommon,GU,4,Creature - Sliver,True
2351,TSR,"Dralnu, Lich Lord",rare,BU,5,Legendary Creature - Zombie Wizard,True
2352,TSR,Firewake Sliver,uncommon,GR,3,Creature - Sliver,True
2353,TSR,Glittering Wish,rare,GW,2,Sorcery,True
2354,TSR,Harmonic Sliver,uncommon,GW,3,Creature - Sliver,True
2355,TSR,"Ith, High Arcanist",rare,UW,7,Legendary Creature - Human Wizard,True
2356,TSR,Jhoira of the Ghitu,rare,RU,3,Legendary Creature - Human Wizard,True
2357,TSR,Kaervek the Merciless,rare,BR,7,Legendary Creature - Human Shaman,True
2358,TSR,Necrotic Sliver,uncommon,BW,3,Creature - Sliver,True
2359,TSR,"Radha, Heir to Keld",rare,GR,2,Legendary Creature - Elf Warrior,True
2360,TSR,Saffi Eriksdotter,rare,GW,2,Legendary Creature - Human Scout,True
2361,TSR,Sliver Legion,mythic,BGRUW,5,Legendary Creature - Sliver,True
2362,TSR,Akroma's Memorial,mythic,,7,Legendary Artifact,True
2363,TSR,Chromatic Star,common,,1,Artifact,True
2364,TSR,Clockwork Hydra,uncommon,,5,Artifact Creature - Hydra,True
2365,TSR,Cloud Key,rare,,3,Artifact,True
2366,TSR,Coalition Relic,rare,,3,Artifact,True
2367,TSR,Gauntlet of Power,mythic,,5,Artifact,True
2368,TSR,Hivestone,rare,,2,Artifact,True
2369,TSR,Jhoira's Timebug,common,,2,Artifact Creature - Insect,True
2370,TSR,Lotus Bloom,rare,,0,Artifact,True
2371,TSR,Paradise Plume,uncommon,,4,Artifact,True
2372,TSR,Prismatic Lens,common,,2,Artifact,True
2373,TSR,Sliversmith,uncommon,,2,Artifact Creature - Spellshaper,True
2374,TSR,Stuffy Doll,rare,,5,Artifact Creature - Construct,True
2375,TSR,Calciform Pools,uncommon,UW,0,Land,True
2376,TSR,Dreadship Reef,uncommon,BU,0,Land,True
2377,TSR,Dryad Arbor,rare,G,0,Land Creature - Forest Dryad,True
2378,TSR,Flagstones of Trokair,rare,W,0,Legendary Land,True
2379,TSR,Fungal Reaches,uncommon,GR,0,Land,True
2380,TSR,Gemstone Caverns,mythic,,0,Legendary Land,True
2381,TSR,Kher Keep,rare,R,0,Legendary Land,True
2382,TSR,Molten Slagheap,uncommon,BR,0,Land,True
2383,TSR,Saltcrusted Steppe,uncommon,GW,0,Land,True
2384,TSR,Swarmyard,rare,,0,Land,True
2385,TSR,Terramorphic Expanse,common,,0,Land,True
2386,TSR,Tolaria West,rare,U,0,Land,True
2387,TSR,"Urborg, Tomb of Yawgmoth",rare,,0,Legendary Land,True
2388,TSR,Urza's Factory,uncommon,,0,Land - Urza’s,True
2389,TSR,Vesuva,mythic,,0,Land,True
2390,TSR,Ajani's Pridemate,special,W,2,Creature - Cat Soldier,True
2391,TSR,Banishing Light,special,W,3,Enchantment,True
2392,TSR,Containment Priest,special,W,2,Creature - Human Cleric,True
2393,TSR,Ethereal Armor,special,W,1,Enchantment - Aura,True
2394,TSR,Flickerwisp,special,W,3,Creature - Elemental,True
2395,TSR,Intangible Virtue,special,W,2,Enchantment,True
2396,TSR,Lingering Souls,special,BW,3,Sorcery,True
2397,TSR,Mirror Entity,special,W,3,Creature - Shapeshifter,True
2398,TSR,Palace Jailer,special,W,4,Creature - Human Soldier,True
2399,TSR,Path to Exile,special,W,1,Instant,True
2400,TSR,Restoration Angel,special,W,4,Creature - Angel,True
2401,TSR,Sigil of the Empty Throne,special,W,5,Enchantment,True
2402,TSR,Silence,special,W,1,Instant,True
2403,TSR,"Sram, Senior Edificer",special,W,2,Legendary Creature - Dwarf Advisor,True
2404,TSR,Stonehorn Dignitary,special,W,4,Creature - Rhino Soldier,True
2405,TSR,Thraben Inspector,special,W,1,Creature - Human Soldier,True
2406,TSR,"Baral, Chief of Compliance",special,U,2,Legendary Creature - Human Wizard,True
2407,TSR,Disdainful Stroke,special,U,2,Instant,True
2408,TSR,"Fblthp, the Lost",special,U,2,Legendary Creature - Homunculus,True
2409,TSR,Laboratory Maniac,special,U,3,Creature - Human Wizard,True
2410,TSR,Master of the Pearl Trident,special,U,2,Creature - Merfolk,True
2411,TSR,Mulldrifter,special,U,5,Creature - Elemental,True
2412,TSR,Mystic Confluence,special,U,5,Instant,True
2413,TSR,Ninja of the Deep Hours,special,U,4,Creature - Human Ninja,True
2414,TSR,Paradoxical Outcome,special,U,4,Instant,True
2415,TSR,Ponder,special,U,1,Sorcery,True
2416,TSR,Remand,special,U,2,Instant,True
2417,TSR,Repeal,special,U,1,Instant,True
2418,TSR,"Talrand, Sky Summoner",special,U,4,Legendary Creature - Merfolk Wizard,True
2419,TSR,Treasure Cruise,special,U,8,Sorcery,True
2420,TSR,Trinket Mage,special,U,3,Creature - Human Wizard,True
2421,TSR,True-Name Nemesis,special,U,3,Creature - Merfolk Rogue,True
2422,TSR,Dismember,special,B,3,Instant,True
2423,TSR,Gray Merchant of Asphodel,special,B,5,Creature - Zombie,True
2424,TSR,Gurmag Angler,special,B,7,Creature - Zombie Fish,True
2425,TSR,Harvester of Souls,special,B,6,Creature - Demon,True
2426,TSR,Leyline of the Void,special,B,4,Enchantment,True
2427,TSR,Liliana's Triumph,special,B,2,Instant,True
2428,TSR,Read the Bones,special,B,3,Sorcery,True
2429,TSR,Relentless Rats,special,B,3,Creature - Rat,True
2430,TSR,Sanguine Bond,special,B,5,Enchantment,True
2431,TSR,Shriekmaw,special,B,5,Creature - Elemental,True
2432,TSR,Stinkweed Imp,special,B,3,Creature - Imp,True
2433,TSR,"Tasigur, the Golden Fang",special,BGU,6,Legendary Creature - Human Shaman,True
2434,TSR,Thoughtseize,special,B,1,Sorcery,True
2435,TSR,Vampire Hexmage,special,B,2,Creature - Vampire Shaman,True
2436,TSR,"Yawgmoth, Thran Physician",special,B,4,Legendary Creature - Human Cleric,True
2437,TSR,Zulaport Cutthroat,special,B,2,Creature - Human Rogue Ally,True
2438,TSR,"Alesha, Who Smiles at Death",special,BRW,3,Legendary Creature - Human Warrior,True
2439,TSR,Anger of the Gods,special,R,3,Sorcery,True
2440,TSR,Bedlam Reveler,special,R,8,Creature - Devil Horror,True
2441,TSR,Dreadhorde Arcanist,special,R,2,Creature - Zombie Wizard,True
2442,TSR,"Etali, Primal Storm",special,R,6,Legendary Creature - Elder Dinosaur,True
2443,TSR,Exquisite Firecraft,special,R,3,Sorcery,True
2444,TSR,Feldon of the Third Path,special,R,3,Legendary Creature - Human Artificer,True
2445,TSR,Goblin Engineer,special,R,2,Creature - Goblin Artificer,True
2446,TSR,"Kiki-Jiki, Mirror Breaker",special,R,5,Legendary Creature - Goblin Shaman,True
2447,TSR,Lava Spike,special,R,1,Sorcery - Arcane,True
2448,TSR,Molten Rain,special,R,3,Sorcery,True
2449,TSR,Monastery Swiftspear,special,R,1,Creature - Human Monk,True
2450,TSR,Past in Flames,special,R,4,Sorcery,True
2451,TSR,Temur Battle Rage,special,R,2,Instant,True
2452,TSR,Vandalblast,special,R,1,Sorcery,True
2453,TSR,Young Pyromancer,special,R,2,Creature - Human Shaman,True
2454,TSR,Zealous Conscripts,special,R,5,Creature - Human Warrior,True
2455,TSR,Ancient Stirrings,special,G,1,Sorcery,True
2456,TSR,Beast Whisperer,special,G,4,Creature - Elf Druid,True
2457,TSR,Beast Within,special,G,3,Instant,True
2458,TSR,Become Immense,special,G,6,Instant,True
2459,TSR,Courser of Kruphix,special,G,3,Enchantment Creature - Centaur,True
2460,TSR,Elvish Mystic,special,G,1,Creature - Elf Druid,True
2461,TSR,Eternal Witness,special,G,3,Creature - Human Shaman,True
2462,TSR,Evolutionary Leap,special,G,2,Enchantment,True
2463,TSR,Farseek,special,G,2,Sorcery,True
2464,TSR,Nature's Claim,special,G,1,Instant,True
2465,TSR,Primeval Titan,special,G,6,Creature - Giant,True
2466,TSR,Reclamation Sage,special,G,3,Creature - Elf Shaman,True
2467,TSR,Sylvan Scrying,special,G,2,Sorcery,True
2468,TSR,Thragtusk,special,G,5,Creature - Beast,True
2469,TSR,Time of Need,special,G,2,Sorcery,True
2470,TSR,Abrupt Decay,special,BG,2,Instant,True
2471,TSR,"Arcades, the Strategist",special,GUW,4,Legendary Creature - Elder Dragon,True
2472,TSR,Bloodbraid Elf,special,GR,4,Creature - Elf Berserker,True
2473,TSR,Cloudshredder Sliver,special,RW,2,Creature - Sliver,True
2474,TSR,Consuming Aberration,special,BU,5,Creature - Horror,True
2475,TSR,Dovin's Veto,special,UW,2,Instant,True
2476,TSR,Epic Experiment,special,RU,2,Sorcery,True
2477,TSR,"Feather, the Redeemed",special,RW,3,Legendary Creature - Angel,True
2478,TSR,"Grenzo, Dungeon Warden",special,BR,2,Legendary Creature - Goblin Rogue,True
2479,TSR,Knight of the Reliquary,special,GW,3,Creature - Human Knight,True
2480,TSR,"Lavinia, Azorius Renegade",special,UW,2,Legendary Creature - Human Soldier,True
2481,TSR,Mortify,special,BW,3,Instant,True
2482,TSR,Prized Amalgam,special,BU,3,Creature - Zombie,True
2483,TSR,Qasali Pridemage,special,GW,2,Creature - Cat Wizard,True
2484,TSR,Rakdos Charm,special,BR,2,Instant,True
2485,TSR,Secret Plans,special,GU,2,Enchantment,True
2486,TSR,"Slimefoot, the Stowaway",special,BG,3,Legendary Creature - Fungus,True
2487,TSR,Temur Ascendancy,special,GRU,3,Enchantment,True
2488,TSR,Tidehollow Sculler,special,BW,2,Artifact Creature - Zombie,True
2489,TSR,Trygon Predator,special,GU,3,Creature - Beast,True
2490,TSR,Chalice of the Void,special,,0,Artifact,True
2491,TSR,Contagion Clasp,special,,2,Artifact,True
2492,TSR,Cranial Plating,special,B,2,Artifact - Equipment,True
2493,TSR,Crystal Shard,special,U,3,Artifact,True
2494,TSR,Everflowing Chalice,special,,0,Artifact,True
2495,TSR,Hedron Archive,special,,4,Artifact,True
2496,TSR,Hollow One,special,,5,Artifact Creature - Golem,True
2497,TSR,Leveler,special,,5,Artifact Creature - Juggernaut,True
2498,TSR,Manifold Key,special,,1,Artifact,True
2499,TSR,Panharmonicon,special,,4,Artifact,True
2500,TSR,Solemn Simulacrum,special,,4,Artifact Creature - Golem,True
2501,TSR,Sorcerous Spyglass,special,,2,Artifact,True
2502,TSR,Vanquisher's Banner,special,,5,Artifact,True
2503,TSR,Ancient Den,special,W,0,Artifact Land,True
2504,TSR,Arch of Orazca,special,,0,Land,True
2505,TSR,Blighted Woodland,special,G,0,Land,True
2506,TSR,Bojuka Bog,special,B,0,Land,True
2507,TSR,Field of Ruin,special,,0,Land,True
2508,TSR,Mystic Sanctuary,special,U,0,Land - Island,True
2509,TSR,Ramunap Ruins,special,R,0,Land - Desert,True
2510,TSR,Wastes,special,,0,Basic Land,True
2551,MH2,Abiding Grace,uncommon,W,3,Enchantment,True
2552,MH2,Arcbound Javelineer,uncommon,W,1,Artifact Creature - Soldier,True
2553,MH2,Arcbound Mouser,common,W,1,Artifact Creature - Cat,True
2554,MH2,Arcbound Prototype,common,W,2,Artifact Creature - Assembly-Worker,True
2555,MH2,Barbed Spike,uncommon,W,2,Artifact - Equipment,True
2556,MH2,Blacksmith's Skill,common,W,1,Instant,True
2557,MH2,Blossoming Calm,uncommon,W,1,Instant,True
2558,MH2,Break Ties,common,W,3,Instant,True
2559,MH2,Caprichrome,uncommon,W,4,Artifact Creature - Goat,True
2560,MH2,Constable of the Realm,uncommon,W,5,Creature - Giant Soldier,True
2561,MH2,Disciple of the Sun,common,W,5,Creature - Human Cleric,True
2562,MH2,Esper Sentinel,rare,W,1,Artifact Creature - Human Soldier,True
2563,MH2,Fairgrounds Patrol,common,W,2,Creature - Human Soldier,True
2564,MH2,Glorious Enforcer,uncommon,W,7,Creature - Angel,True
2565,MH2,Guardian Kirin,common,W,4,Creature - Kirin,True
2566,MH2,Healer's Flock,uncommon,W,3,Creature - Bird,True
2567,MH2,Knighted Myr,common,W,3,Artifact Creature - Myr Knight,True
2568,MH2,Landscaper Colos,common,W,6,Creature - Goat Beast,True
2569,MH2,Late to Dinner,common,W,4,Sorcery,True
2570,MH2,Lens Flare,common,W,5,Instant,True
2571,MH2,Marble Gargoyle,common,W,3,Artifact Creature - Gargoyle,True
2572,MH2,Nykthos Paragon,rare,W,6,Enchantment Creature - Human Soldier,True
2573,MH2,Out of Time,rare,W,3,Enchantment,True
2574,MH2,Piercing Rays,common,W,2,Sorcery,True
2575,MH2,Prismatic Ending,uncommon,W,1,Sorcery,True
2576,MH2,Resurgent Belief,rare,W,0,Sorcery,True
2577,MH2,Sanctifier en-Vec,rare,W,2,Creature - Human Cleric,True
2578,MH2,Scour the Desert,uncommon,W,5,Sorcery,True
2579,MH2,Search the Premises,rare,W,4,Enchantment,True
2580,MH2,Serra's Emissary,mythic,W,7,Creature - Angel,True
2581,MH2,Skyblade's Boon,uncommon,W,2,Enchantment - Aura,True
2582,MH2,Solitude,mythic,W,5,Creature - Elemental Incarnation,True
2583,MH2,Soul of Migration,common,W,7,Creature - Elemental,True
2584,MH2,Thraben Watcher,uncommon,W,4,Creature - Angel,True
2585,MH2,Timeless Dragon,rare,W,5,Creature - Dragon,True
2586,MH2,Unbounded Potential,common,W,2,Instant,True
2587,MH2,Aeromoeba,common,U,4,Creature - Elemental Beast,True
2588,MH2,Burdened Aerialist,common,U,3,Creature - Human Pirate,True
2589,MH2,Dress Down,rare,U,2,Enchantment,True
2590,MH2,Etherium Spinner,common,U,3,Artifact Creature - Human Wizard,True
2591,MH2,Filigree Attendant,uncommon,U,4,Artifact Creature - Homunculus,True
2592,MH2,Floodhound,common,U,1,Creature - Elemental Dog,True
2593,MH2,Foul Watcher,common,U,2,Creature - Nightmare Bird,True
2594,MH2,Fractured Sanity,rare,U,3,Sorcery,True
2595,MH2,Ghost-Lit Drifter,uncommon,U,3,Creature - Spirit,True
2596,MH2,Hard Evidence,common,U,1,Sorcery,True
2597,MH2,Inevitable Betrayal,rare,U,0,Sorcery,True
2598,MH2,Junk Winder,uncommon,U,7,Creature - Serpent,True
2599,MH2,Lose Focus,common,U,2,Instant,True
2600,MH2,Lucid Dreams,uncommon,U,5,Sorcery,True
2601,MH2,Mental Journey,common,U,6,Instant,True
2602,MH2,Murktide Regent,mythic,U,7,Creature - Dragon,True
2603,MH2,Mystic Redaction,uncommon,U,3,Enchantment,True
2604,MH2,Parcel Myr,common,U,2,Artifact Creature - Clue Myr,True
2605,MH2,Phantasmal Dreadmaw,common,U,4,Creature - Dinosaur Illusion,True
2606,MH2,Raving Visionary,uncommon,U,2,Creature - Merfolk Wizard,True
2607,MH2,Recalibrate,common,U,2,Instant,True
2608,MH2,Rise and Shine,rare,U,2,Sorcery,True
2609,MH2,Rishadan Dockhand,rare,U,1,Creature - Merfolk,True
2610,MH2,Said // Done,uncommon,U,3,Sorcery // Instant,True
2611,MH2,Scuttletide,uncommon,U,2,Enchantment,True
2612,MH2,Shattered Ego,common,U,1,Enchantment - Aura,True
2613,MH2,So Shiny,common,U,3,Enchantment - Aura,True
2614,MH2,Specimen Collector,uncommon,U,5,Creature - Vedalken Wizard,True
2615,MH2,Steelfin Whale,common,U,6,Creature - Whale,True
2616,MH2,Step Through,common,U,5,Sorcery,True
2617,MH2,Subtlety,mythic,U,4,Creature - Elemental Incarnation,True
2618,MH2,Suspend,rare,U,1,Instant,True
2619,MH2,Svyelun of Sea and Sky,mythic,U,3,Legendary Creature - Merfolk God,True
2620,MH2,Sweep the Skies,uncommon,U,2,Sorcery,True
2621,MH2,Thought Monitor,rare,U,7,Artifact Creature - Construct,True
2622,MH2,Tide Shaper,uncommon,U,1,Creature - Merfolk Wizard,True
2623,MH2,Vedalken Infiltrator,uncommon,U,2,Creature - Vedalken Rogue,True
2624,MH2,Archfiend of Sorrows,uncommon,B,7,Creature - Demon,True
2625,MH2,Archon of Cruelty,mythic,B,8,Creature - Archon,True
2626,MH2,Bone Shards,common,B,1,Sorcery,True
2627,MH2,Break the Ice,uncommon,B,2,Sorcery,True
2628,MH2,Cabal Initiate,common,B,2,Creature - Human Warlock,True
2629,MH2,Clattering Augur,uncommon,B,2,Creature - Skeleton Shaman,True
2630,MH2,Damn,rare,BW,2,Sorcery,True
2631,MH2,Dauthi Voidwalker,rare,B,2,Creature - Dauthi Rogue,True
2632,MH2,Discerning Taste,common,B,3,Sorcery,True
2633,MH2,Echoing Return,common,B,1,Sorcery,True
2634,MH2,Feast of Sanity,uncommon,B,4,Enchantment,True
2635,MH2,Flay Essence,uncommon,B,3,Sorcery,True
2636,MH2,Gilt-Blade Prowler,common,B,3,Creature - Human Rogue,True
2637,MH2,Grief,mythic,B,4,Creature - Elemental Incarnation,True
2638,MH2,Hell Mongrel,common,B,4,Creature - Nightmare Dog,True
2639,MH2,Kitchen Imp,common,B,4,Creature - Imp,True
2640,MH2,Legion Vanguard,uncommon,B,2,Creature - Vampire Soldier,True
2641,MH2,Loathsome Curator,common,B,5,Creature - Gorgon Wizard,True
2642,MH2,Magus of the Bridge,rare,B,3,Creature - Human Wizard,True
2643,MH2,Necrogoyf,rare,B,5,Creature - Lhurgoyf,True
2644,MH2,Necromancer's Familiar,uncommon,B,4,Creature - Bird Spirit,True
2645,MH2,Nested Shambler,common,B,1,Creature - Zombie,True
2646,MH2,Persist,rare,B,2,Sorcery,True
2647,MH2,Profane Tutor,rare,B,0,Sorcery,True
2648,MH2,Radiant Epicure,uncommon,B,5,Creature - Vampire Wizard,True
2649,MH2,Sinister Starfish,common,B,2,Creature - Starfish,True
2650,MH2,Sudden Edict,uncommon,B,2,Instant,True
2651,MH2,Tizerus Charger,common,B,3,Creature - Pegasus,True
2652,MH2,"Tourach, Dread Cantor",mythic,B,2,Legendary Creature - Human Cleric,True
2653,MH2,Tourach's Canticle,common,B,4,Sorcery,True
2654,MH2,Tragic Fall,common,B,2,Instant,True
2655,MH2,Underworld Hermit,uncommon,B,6,Creature - Human Peasant,True
2656,MH2,Unmarked Grave,rare,B,2,Sorcery,True
2657,MH2,Vermin Gorger,common,B,2,Creature - Vampire,True
2658,MH2,Vile Entomber,uncommon,B,4,Creature - Zombie Warlock,True
2659,MH2,World-Weary,common,B,5,Enchantment - Aura,True
2660,MH2,Young Necromancer,uncommon,B,5,Creature - Human Warlock,True
2661,MH2,Arcbound Slasher,common,R,0,Artifact Creature - Cat,True
2662,MH2,Arcbound Tracker,common,R,3,Artifact Creature - Dog,True
2663,MH2,Arcbound Whelp,uncommon,R,4,Artifact Creature - Dragon,True
2664,MH2,Battle Plan,common,R,4,Enchantment,True
2665,MH2,Blazing Rootwalla,uncommon,R,1,Creature - Lizard,True
2666,MH2,Bloodbraid Marauder,rare,R,2,Creature - Human Berserker,True
2667,MH2,Breya's Apprentice,rare,R,3,Artifact Creature - Human Artificer,True
2668,MH2,Calibrated Blast,rare,R,3,Instant,True
2669,MH2,Captain Ripley Vance,uncommon,R,3,Legendary Creature - Human Pirate,True
2670,MH2,Chef's Kiss,rare,R,3,Instant,True
2671,MH2,Dragon's Rage Channeler,uncommon,R,1,Creature - Human Shaman,True
2672,MH2,Faithless Salvaging,common,R,2,Instant,True
2673,MH2,Fast // Furious,uncommon,R,3,Instant // Sorcery,True
2674,MH2,Flame Blitz,uncommon,R,1,Enchantment,True
2675,MH2,Flametongue Yearling,uncommon,R,2,Creature - Kavu,True
2676,MH2,Fury,mythic,R,5,Creature - Elemental Incarnation,True
2677,MH2,Galvanic Relay,common,R,3,Sorcery,True
2678,MH2,Gargadon,common,R,7,Creature - Beast,True
2679,MH2,Glimpse of Tomorrow,rare,R,0,Sorcery,True
2680,MH2,Goblin Traprunner,uncommon,R,4,Creature - Goblin,True
2681,MH2,Gouged Zealot,common,R,4,Creature - Cyclops Berserker,True
2682,MH2,Harmonic Prodigy,rare,R,2,Creature - Human Wizard,True
2683,MH2,Kaleidoscorch,uncommon,R,2,Sorcery,True
2684,MH2,Lightning Spear,common,R,2,Artifact - Equipment,True
2685,MH2,Mine Collapse,common,R,4,Instant,True
2686,MH2,Mount Velus Manticore,common,R,4,Enchantment Creature - Manticore,True
2687,MH2,Obsidian Charmaw,rare,R,5,Creature - Dragon,True
2688,MH2,"Ragavan, Nimble Pilferer",mythic,R,1,Legendary Creature - Monkey Pirate,True
2689,MH2,Revolutionist,common,R,6,Creature - Human Wizard,True
2690,MH2,Skophos Reaver,common,R,3,Creature - Minotaur Warrior,True
2691,MH2,Slag Strider,uncommon,R,7,Creature - Elemental,True
2692,MH2,Spreading Insurrection,uncommon,R,5,Sorcery,True
2693,MH2,Strike It Rich,uncommon,R,1,Sorcery,True
2694,MH2,Tavern Scoundrel,common,R,2,Creature - Human Rogue,True
2695,MH2,Unholy Heat,common,R,1,Instant,True
2696,MH2,Viashino Lashclaw,common,R,2,Creature - Viashino Warrior,True
2697,MH2,Abundant Harvest,common,G,1,Sorcery,True
2698,MH2,"Aeve, Progenitor Ooze",rare,G,5,Legendary Creature - Ooze,True
2699,MH2,Bannerhide Krushok,common,G,4,Creature - Beast,True
2700,MH2,Blessed Respite,uncommon,G,2,Instant,True
2701,MH2,"Chatterfang, Squirrel General",mythic,BG,3,Legendary Creature - Squirrel Warrior,True
2702,MH2,Chatterstorm,common,G,2,Sorcery,True
2703,MH2,Chitterspitter,rare,G,3,Artifact,True
2704,MH2,Crack Open,common,G,3,Sorcery,True
2705,MH2,Deepwood Denizen,common,G,3,Creature - Elf Warrior,True
2706,MH2,Duskshell Crawler,common,G,2,Creature - Insect,True
2707,MH2,Endurance,mythic,G,3,Creature - Elemental Incarnation,True
2708,MH2,Fae Offering,uncommon,G,3,Enchantment,True
2709,MH2,Flourishing Strike,common,G,2,Instant,True
2710,MH2,Foundation Breaker,uncommon,G,4,Creature - Elemental,True
2711,MH2,Funnel-Web Recluse,common,G,5,Creature - Spider,True
2712,MH2,Gaea's Will,rare,G,0,Sorcery,True
2713,MH2,Glimmer Bairn,common,G,1,Creature - Ouphe,True
2714,MH2,Glinting Creeper,uncommon,G,5,Creature - Plant,True
2715,MH2,Herd Baloth,uncommon,G,5,Creature - Beast,True
2716,MH2,Ignoble Hierarch,rare,BGR,1,Creature - Goblin Shaman,True
2717,MH2,Jade Avenger,common,G,2,Creature - Frog Samurai,True
2718,MH2,Jewel-Eyed Cobra,common,G,3,Creature - Snake,True
2719,MH2,Orchard Strider,common,G,6,Creature - Treefolk,True
2720,MH2,Rift Sower,common,G,3,Creature - Elf Druid,True
2721,MH2,Sanctum Weaver,rare,G,2,Enchantment Creature - Dryad,True
2722,MH2,Scurry Oak,uncommon,G,3,Creature - Treefolk,True
2723,MH2,Smell Fear,common,G,2,Sorcery,True
2724,MH2,Squirrel Sanctuary,uncommon,G,1,Enchantment,True
2725,MH2,Squirrel Sovereign,uncommon,G,2,Creature - Squirrel Noble,True
2726,MH2,Sylvan Anthem,rare,G,2,Enchantment,True
2727,MH2,Terramorph,uncommon,G,4,Sorcery,True
2728,MH2,"Thrasta, Tempest's Roar",mythic,G,12,Legendary Creature - Dinosaur,True
2729,MH2,Timeless Witness,uncommon,G,4,Creature - Human Shaman,True
2730,MH2,Tireless Provisioner,uncommon,G,3,Creature - Elf Scout,True
2731,MH2,Urban Daggertooth,common,G,4,Creature - Dinosaur,True
2732,MH2,Verdant Command,rare,G,2,Instant,True
2733,MH2,Wren's Run Hydra,uncommon,G,1,Creature - Hydra,True
2734,MH2,Arcbound Shikari,uncommon,RW,3,Artifact Creature - Cat Soldier,True
2735,MH2,Arcus Acolyte,uncommon,GW,2,Creature - Human Cleric Archer,True
2736,MH2,Asmoranomardicadaistinaculdacar,rare,BR,0,Legendary Creature - Human Wizard,True
2737,MH2,Breathless Knight,common,BW,3,Creature - Spirit Knight,True
2738,MH2,Captured by Lagacs,common,GW,3,Enchantment - Aura,True
2739,MH2,Carth the Lion,rare,BG,4,Legendary Creature - Human Warrior,True
2740,MH2,Chrome Courier,common,UW,3,Artifact Creature - Thopter,True
2741,MH2,Combine Chrysalis,uncommon,GU,2,Artifact,True
2742,MH2,"Dakkon, Shadow Slayer",mythic,BUW,3,Legendary Planeswalker - Dakkon,True
2743,MH2,Dihada's Ploy,common,BU,3,Instant,True
2744,MH2,Drey Keeper,common,BG,5,Creature - Elf Druid,True
2745,MH2,Ethersworn Sphinx,uncommon,UW,9,Artifact Creature - Sphinx,True
2746,MH2,Foundry Helix,common,RW,3,Instant,True
2747,MH2,Garth One-Eye,mythic,BGRUW,5,Legendary Creature - Human Wizard,True
2748,MH2,General Ferrous Rokiric,rare,RW,3,Legendary Creature - Human Soldier,True
2749,MH2,Geyadrone Dihada,mythic,BRU,4,Legendary Planeswalker - Dihada,True
2750,MH2,Goblin Anarchomancer,common,GR,2,Creature - Goblin Shaman,True
2751,MH2,Graceful Restoration,uncommon,BW,5,Sorcery,True
2752,MH2,"Grist, the Hunger Tide",mythic,BG,3,Legendary Planeswalker - Grist,True
2753,MH2,Lazotep Chancellor,uncommon,BU,2,Creature - Zombie Wizard,True
2754,MH2,"Lonis, Cryptozoologist",rare,GU,2,Legendary Creature - Snake Elf Scout,True
2755,MH2,Master of Death,rare,BU,3,Creature - Zombie Wizard,True
2756,MH2,Moderation,rare,UW,3,Enchantment,True
2757,MH2,"Piru, the Volatile",rare,BRW,8,Legendary Creature - Elder Dragon,True
2758,MH2,Priest of Fell Rites,rare,BW,2,Creature - Human Warlock,True
2759,MH2,Prophetic Titan,uncommon,RU,6,Creature - Giant Wizard,True
2760,MH2,Rakdos Headliner,uncommon,BR,2,Creature - Devil,True
2761,MH2,Ravenous Squirrel,uncommon,BG,1,Creature - Squirrel,True
2762,MH2,Road // Ruin,uncommon,GR,3,Instant // Sorcery,True
2763,MH2,Storm God's Oracle,common,RU,3,Enchantment Creature - Human Shaman,True
2764,MH2,"Sythis, Harvest's Hand",rare,GW,2,Legendary Enchantment Creature - Nymph,True
2765,MH2,Terminal Agony,common,BR,4,Sorcery,True
2766,MH2,Territorial Kavu,rare,GR,2,Creature - Kavu,True
2767,MH2,Wavesifter,common,GU,5,Creature - Elemental,True
2768,MH2,"Yusri, Fortune's Flame",rare,RU,3,Legendary Creature - Efreet,True
2769,MH2,Academy Manufactor,rare,,3,Artifact Creature - Assembly-Worker,True
2770,MH2,Altar of the Goyf,uncommon,,5,Tribal Artifact - Lhurgoyf,True
2771,MH2,Batterbone,uncommon,,2,Artifact - Equipment,True
2772,MH2,Bottle Golems,common,,4,Artifact Creature - Golem,True
2773,MH2,Brainstone,uncommon,,1,Artifact,True
2774,MH2,Dermotaxi,rare,,2,Artifact - Vehicle,True
2775,MH2,Diamond Lion,rare,,2,Artifact Creature - Cat,True
2776,MH2,Fodder Tosser,common,,3,Artifact,True
2777,MH2,Kaldra Compleat,mythic,,7,Legendary Artifact - Equipment,True
2778,MH2,Liquimetal Torque,uncommon,,2,Artifact,True
2779,MH2,Monoskelion,uncommon,,2,Artifact Creature - Construct,True
2780,MH2,Myr Scrapling,common,,1,Artifact Creature - Myr,True
2781,MH2,Nettlecyst,rare,,3,Artifact - Equipment,True
2782,MH2,Ornithopter of Paradise,common,,2,Artifact Creature - Thopter,True
2783,MH2,Sanctuary Raptor,uncommon,,3,Artifact Creature - Bird,True
2784,MH2,Scion of Draco,mythic,,12,Artifact Creature - Dragon,True
2785,MH2,Sojourner's Companion,common,,7,Artifact Creature - Salamander,True
2786,MH2,Sol Talisman,rare,,0,Artifact,True
2787,MH2,Steel Dromedary,uncommon,,3,Artifact Creature - Camel,True
2788,MH2,Sword of Hearth and Home,mythic,,3,Artifact - Equipment,True
